15.80256,0
0.14688,0
0.03456,0
0.0432,0
22.70592,0
4.07808,0
2.28096,0
35.36352,6.1
19.66464,0
8.09568,0
2.90304,8.9
0.76896,4.8
1.11456,0
5.616,3.3
11.8368,0
9.91008,0
1.4688,0
0.10368,0
0.0432,0
13.05504,0
16.79616,0
4.80384,0
6.53184,0
3.77568,0
15.7248,0
2.35872,0
0.1296,0
0,3.6
0,0
0,0
0,0
0,0
3.60288,0
4.5792,0
30.74976,3.3
20.75328,1.3
0.20736,2.5
0,0
0,0
0.12096,3.6
0,11.4
0,0
1.71936,0
14.74848,0
2.85984,0
0.15552,0
1.13184,0
0.02592,0
0.09504,0
2.5488,0
10.77408,0
9.87552,0
7.40448,0
1.96128,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1.65888,0
0.14688,0
0.00864,0
0.216,0
0.94176,0
0.1728,0
0.19008,0
0,0
0,0
0.15552,0
0.07776,25.7
0.01728,4.1
0.0432,0.3
0,0
0,0
0,0
0.01728,0
0.49248,0
0.35424,0
0.00864,0
0,0
0,0
0,0
0,0
0,4.8
0,6.6
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0.00864,0
0,0
0,0
1.728,0
0.07776,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0.61344,0
0,0
0,0
0,0
0,2
0,0
0.01728,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0.00864,0
0.0432,0
0.0432,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0.00864,0
0,0
0,0
0,0
0.1296,0
0.44064,0
0.15552,0
0.0432,0
0.06912,0
0.06912,0
0.02592,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0.8
0.31104,1.3
0.27648,0
0,0
0,0
0,0
0,0
0,0
0,0
0.06048,0
0.432,0
0.00864,0
0.00864,0
0.00864,0
0,0
0.00864,0
0.05184,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1.05408,0
4.9248,0
1.63296,0
0,0
0,0
0.82944,0
46.88928,0
13.05504,0
0.6912,0
0.13824,0
0.12096,0
0.50112,0
0.0864,0
0.07776,0
0.10368,0
0,0
0,0
0,0
0,0
0,0
0.01728,0
0.00864,0
0,0
0,0
0,0
0,0
0.00864,0
0,0
1.9008,0
0.03456,0
0.05184,0
0,0
0,0
0.00864,0
7.3872,0
6.16896,0
0.41472,0
0.29376,0
1.78848,0
0.00864,1
0,2.5
0,0
0,0
0.52704,0
0.06912,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0.06912,0
0,0
0,0
0,0
1.65888,0
0.78624,0
24.47712,0
8.4672,0
2.02176,0
0.33696,0
0,0
0,0
0,0
0.03456,0
4.968,0
15.65568,0
0.33696,0
0.57888,0
0.38016,0
0.41472,0
0,1.3
0,0
0.00864,0
0.01728,7.6
0,0.5
0,0
4.7088,0
4.86432,2.3
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,3.3
0,1
0,0
0.11232,0
2.4624,0
0.18144,2.3
0.01728,5.3
0.03456,0
0.02592,0
0.01728,0
0,0
0,0
0,0
0.01728,0
3.77568,0
14.17824,0
3.7584,0
4.7952,5.3
5.81472,0
4.97664,0
0.62208,4.6
3.47328,0
0.29376,0
0.23328,8.4
0.23328,5.1
1.69344,0
0.39744,0
4.43232,0
35.66592,0
30.68064,0.3
7.91424,0
21.2112,1.8
6.34176,0
13.29696,0
26.93952,0
7.3008,0
0.06912,0
0.02592,0
0.78624,0.3
0.89856,0
10.16928,0
1.944,0
0,0
0,1.8
0,0
0,0
0,0
1.90944,0
14.06592,0
1.71936,0
0.78624,0
0.09504,0
0.16416,1
0.39744,0
4.42368,0
17.26272,0
1.45152,0
3.01536,0
0.9504,8.4
3.76704,3
0.0432,0
0,0
0.02592,0
0.23328,3.8
0.31968,4.1
0.15552,0
0.1728,0.5
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0.24192,0
2.38464,0
7.23168,8.1
10.40256,0
0.41472,0
1.7712,0
0.28512,0
0.19872,0
